Table A1/7
WLTC, Class 3 vehicles, phase Low3
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
0 0.0 47 19.5 94 12.0 141 11.7
388 0.0 437 26.7 486 0.0 535 3.2
389 0.0 438 23.0 487 0.0 536 5.2
390 0.0 439 18.2 488 0.0 537 8.2
391 0.0 440 12.9 489 0.0 538 13
392 0.5 441 7.7 490 0.0 539 18.8
393 2.1 442 3.8 491 0.0 540 23.1
394 4.8 443 1.3 492 0.0 541 24.5
395 8.3 444 0.2 493 0.0 542 24.5
396 12.3 445 0.0 494 0.0 543 24.3
397 16.6 446 0.0 495 0.0 544 23.6
398 20.9 447 0.0 496 0.0 545 22.3
399 24.2 448 0.0 497 0.0 546 20.1
400 25.6 449 0.0 498 0.0 547 18.5
401 25.6 450 0.0 499 0.0 548 17.2
402 24.9 451 0.0 500 0.0 549 16.3
403 23.3 452 0.0 501 0.0 550 15.4
404 21.6 453 0.0 502 0.0 551 14.7
405 20.2 454 0.0 503 0.0 552 14.3
406 18.7 455 0.0 504 0.0 553 13.7
407 17.0 456 0.0 505 0.0 554 13.3
408 15.3 457 0.0 506 0.0 555 13.1
409 14.2 458 0.0 507 0.0 556 13.1
410 13.9 459 0.0 508 0.0 557 13.3
411 14.0 460 0.0 509 0.0 558 13.8
412 14.2 461 0.0 510 0.0 559 14.5
413 14.5 462 0.0 511 0.0 560 16.5
414 14.9 463 0.0 512 0.5 561 17.0
415 15.9 464 0.0 513 2.5 562 17.0
416 17.4 465 0.0 514 6.6 563 17.0
417 18.7 466 0.0 515 11.8 564 15.4
418 19.1 467 0.0 516 16.8 565 10.1
419 18.8 468 0.0 517 20.5 566 4.8
420 17.6 469 0.0 518 21.9 567 0.0
421 16.6 470 0.0 519 21.9 568 0.0
422 16.2 471 0.0 520 21.3 569 0.0
423 16.4 472 0.0 521 20.3 570 0.0
424 17.2 473 0.0 522 19.2 571 0.0
425 19.1 474 0.0 523 17.8 572 0.0
426 22.6 475 0.0 524 15.5 573 0.0
427 27.4 476 0.0 525 11.9 574 0.0
428 31.6 477 0.0 526 7.6 575 0.0
429 33.4 478 0.0 527 4.0 576 0.0
430 33.5 479 0.0 528 2.0 577 0.0
431 32.8 480 0.0 529 1.0 578 0.0
432 31.9 481 0.0 530 0.0 579 0.0
ECE/TRANS/WP.29/2014/27
49
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
580 0.0
581 0.0
582 0.0
583 0.0
584 0.0
585 0.0
586 0.0
587 0.0
588 0.0
589 0.0
ECE/TRANS/WP.29/2014/27
50
Table A1/8
WLTC, Class 3 vehicles, phase Medium3-1
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
590 0.0 637 53.0 684 18.9 731 41.9
591 0.0 638 53.0 685 18.9 732 42.0
592 0.0 639 52.9 686 21.3 733 42.2
593 0.0 640 52.7 687 23.9 734 42.4
594 0.0 641 52.6 688 25.9 735 42.7
595 0.0 642 53.1 689 28.4 736 43.1
596 0.0 643 54.3 690 30.3 737 43.7
597 0.0 644 55.2 691 30.9 738 44.0
598 0.0 645 55.5 692 31.1 739 44.1
599 0.0 646 55.9 693 31.8 740 45.3
600 0.0 647 56.3 694 32.7 741 46.4
601 1.0 648 56.7 695 33.2 742 47.2
602 2.1 649 56.9 696 32.4 743 47.3
603 5.2 650 56.8 697 28.3 744 47.4
604 9.2 651 56.0 698 25.8 745 47.4
605 13.5 652 54.2 699 23.1 746 47.5
606 18.1 653 52.1 700 21.8 747 47.9
607 22.3 654 50.1 701 21.2 748 48.6
608 26.0 655 47.2 702 21.0 749 49.4
609 29.3 656 43.2 703 21.0 750 49.8
610 32.8 657 39.2 704 20.9 751 49.8
611 36.0 658 36.5 705 19.9 752 49.7
612 39.2 659 34.3 706 17.9 753 49.3
613 42.5 660 31.0 707 15.1 754 48.5
614 45.7 661 26.0 708 12.8 755 47.6
615 48.2 662 20.7 709 12.0 756 46.3
616 48.4 663 15.4 710 13.2 757 43.7
617 48.2 664 13.1 711 17.1 758 39.3
618 47.8 665 12.0 712 21.1 759 34.1
619 47.0 666 12.5 713 21.8 760 29.0
620 45.9 667 14.0 714 21.2 761 23.7
621 44.9 668 19.0 715 18.5 762 18.4
622 44.4 669 23.2 716 13.9 763 14.3
623 44.3 670 28.0 717 12.0 764 12.0
624 44.5 671 32.0 718 12.0 765 12.8
625 45.1 672 34.0 719 13.0 766 16.0
626 45.7 673 36.0 720 16.3 767 20.4
627 46.0 674 38.0 721 20.5 768 24.0
628 46.0 675 40.0 722 23.9 769 29.0
629 46.0 676 40.3 723 26.0 770 32.2
630 46.1 677 40.5 724 28.0 771 36.8
631 46.7 678 39.0 725 31.5 772 39.4
632 47.7 679 35.7 726 33.4 773 43.2
633 48.9 680 31.8 727 36.0 774 45.8
634 50.3 681 27.1 728 37.8 775 49.2
635 51.6 682 22.8 729 40.2 776 51.4
636 52.6 683 21.1 730 41.6 777 54.2
ECE/TRANS/WP.29/2014/27
51
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
778 56.0 827 37.1 876 75.8 925 62.3
779 58.3 828 38.9 877 76.6 926 62.7
780 59.8 829 41.4 878 76.5 927 62.0
781 61.7 830 44.0 879 76.2 928 61.3
782 62.7 831 46.3 880 75.8 929 60.9
783 63.3 832 47.7 881 75.4 930 60.5
784 63.6 833 48.2 882 74.8 931 60.2
785 64.0 834 48.7 883 73.9 932 59.8
786 64.7 835 49.3 884 72.7 933 59.4
787 65.2 836 49.8 885 71.3 934 58.6
788 65.3 837 50.2 886 70.4 935 57.5
789 65.3 838 50.9 887 70.0 936 56.6
790 65.4 839 51.8 888 70.0 937 56.0
791 65.7 840 52.5 889 69.0 938 55.5
792 66.0 841 53.3 890 68.0 939 55.0
793 65.6 842 54.5 891 67.3 940 54.4
794 63.5 843 55.7 892 66.2 941 54.1
795 59.7 844 56.5 893 64.8 942 54.0
796 54.6 845 56.8 894 63.6 943 53.9
797 49.3 846 57.0 895 62.6 944 53.9
798 44.9 847 57.2 896 62.1 945 54.0
799 42.3 848 57.7 897 61.9 946 54.2
800 41.4 849 58.7 898 61.9 947 55.0
801 41.3 850 60.1 899 61.8 948 55.8
802 43.0 851 61.1 900 61.5 949 56.2
803 45.0 852 61.7 901 60.9 950 56.1
804 46.5 853 62.3 902 59.7 951 55.1
805 48.3 854 62.9 903 54.6 952 52.7
806 49.5 855 63.3 904 49.3 953 48.4
807 51.2 856 63.4 905 44.9 954 43.1
808 52.2 857 63.5 906 42.3 955 37.8
809 51.6 858 63.9 907 41.4 956 32.5
810 49.7 859 64.4 908 41.3 957 27.2
811 47.4 860 65.0 909 42.1 958 25.1
812 43.7 861 65.6 910 44.7 959 27.0
813 39.7 862 66.6 911 46.0 960 29.8
814 35.5 863 67.4 912 48.8 961 33.8
815 31.1 864 68.2 913 50.1 962 37.0
816 26.3 865 69.1 914 51.3 963 40.7
817 21.9 866 70.0 915 54.1 964 43.0
818 18.0 867 70.8 916 55.2 965 45.6
819 17.0 868 71.5 917 56.2 966 46.9
820 18.0 869 72.4 918 56.1 967 47.0
821 21.4 870 73.0 919 56.1 968 46.9
822 24.8 871 73.7 920 56.5 969 46.5
823 27.9 872 74.4 921 57.5 970 45.8
824 30.8 873 74.9 922 59.2 971 44.3
825 33.0 874 75.3 923 60.7 972 41.3
826 35.1 875 75.6 924 61.8 973 36.5
ECE/TRANS/WP.29/2014/27
52
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
974 31.7
975 27.0
976 24.7
977 19.3
978 16.0
979 13.2
980 10.7
981 8.8
982 7.2
983 5.5
984 3.2
985 1.1
986 0.0
987 0.0
988 0.0
989 0.0
990 0.0
991 0.0
992 0.0
993 0.0
994 0.0
995 0.0
996 0.0
997 0.0
998 0.0
999 0.0
1000 0.0
1001 0.0
1002 0.0
1003 0.0
1004 0.0
1005 0.0
1006 0.0
1007 0.0
1008 0.0
1009 0.0
1010 0.0
1011 0.0
1012 0.0
1013 0.0
1014 0.0
1015 0.0
1016 0.0
1017 0.0
1018 0.0
1019 0.0
1020 0.0
1021 0.0
1022 0.0
Table A1/10
WLTC, Class 3 vehicles, phase High3-1
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
1023 0.0 1070 29.0 1117 66.2 1164 52.6
1024 0.0 1071 32.0 1118 65.8 1165 54.5
1025 0.0 1072 34.8 1119 64.7 1166 56.6
1026 0.0 1073 37.7 1120 63.6 1167 58.3
1027 0.8 1074 40.8 1121 62.9 1168 60.0
1028 3.6 1075 43.2 1122 62.4 1169 61.5
1029 8.6 1076 46.0 1123 61.7 1170 63.1
1030 14.6 1077 48.0 1124 60.1 1171 64.3
1031 20.0 1078 50.7 1125 57.3 1172 65.7
1032 24.4 1079 52.0 1126 55.8 1173 67.1
1033 28.2 1080 54.5 1127 50.5 1174 68.3
1034 31.7 1081 55.9 1128 45.2 1175 69.7
1035 35.0 1082 57.4 1129 40.1 1176 70.6
1036 37.6 1083 58.1 1130 36.2 1177 71.6
1037 39.7 1084 58.4 1131 32.9 1178 72.6
1038 41.5 1085 58.8 1132 29.8 1179 73.5
1039 43.6 1086 58.8 1133 26.6 1180 74.2
1040 46.0 1087 58.6 1134 23.0 1181 74.9
1041 48.4 1088 58.7 1135 19.4 1182 75.6
1042 50.5 1089 58.8 1136 16.3 1183 76.3
1043 51.9 1090 58.8 1137 14.6 1184 77.1
1044 52.6 1091 58.8 1138 14.2 1185 77.9
1045 52.8 1092 59.1 1139 14.3 1186 78.5
1046 52.9 1093 60.1 1140 14.6 1187 79.0
1047 53.1 1094 61.7 1141 15.1 1188 79.7
1048 53.3 1095 63.0 1142 16.4 1189 80.3
1049 53.1 1096 63.7 1143 19.1 1190 81.0
1050 52.3 1097 63.9 1144 22.5 1191 81.6
1051 50.7 1098 63.5 1145 24.4 1192 82.4
1052 48.8 1099 62.3 1146 24.8 1193 82.9
1053 46.5 1100 60.3 1147 22.7 1194 83.4
1054 43.8 1101 58.9 1148 17.4 1195 83.8
1055 40.3 1102 58.4 1149 13.8 1196 84.2
1056 36.0 1103 58.8 1150 12.0 1197 84.7
1057 30.7 1104 60.2 1151 12.0 1198 85.2
1058 25.4 1105 62.3 1152 12.0 1199 85.6
1059 21.0 1106 63.9 1153 13.9 1200 86.3
1060 16.7 1107 64.5 1154 17.7 1201 86.8
1061 13.4 1108 64.4 1155 22.8 1202 87.4
1062 12.0 1109 63.5 1156 27.3 1203 88.0
1063 12.1 1110 62.0 1157 31.2 1204 88.3
1064 12.8 1111 61.2 1158 35.2 1205 88.7
1065 15.6 1112 61.3 1159 39.4 1206 89.0
1066 19.9 1113 61.7 1160 42.5 1207 89.3
1067 23.4 1114 62.0 1161 45.4 1208 89.8
1068 24.6 1115 64.6 1162 48.2 1209 90.2
1069 27.0 1116 66.0 1163 50.3 1210 90.6
ECE/TRANS/WP.29/2014/27
57
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
1211 91.0 1260 95.7 1309 75.9 1358 68.2
1212 91.3 1261 95.5 1310 76.0 1359 66.1
1213 91.6 1262 95.3 1311 76.0 1360 63.8
1214 91.9 1263 95.2 1312 76.1 1361 61.6
1215 92.2 1264 95.0 1313 76.3 1362 60.2
1216 92.8 1265 94.9 1314 76.5 1363 59.8
1217 93.1 1266 94.7 1315 76.6 1364 60.4
1218 93.3 1267 94.5 1316 76.8 1365 61.8
1219 93.5 1268 94.4 1317 77.1 1366 62.6
1220 93.7 1269 94.4 1318 77.1 1367 62.7
1221 93.9 1270 94.3 1319 77.2 1368 61.9
1222 94.0 1271 94.3 1320 77.2 1369 60.0
1223 94.1 1272 94.1 1321 77.6 1370 58.4
1224 94.3 1273 93.9 1322 78.0 1371 57.8
1225 94.4 1274 93.4 1323 78.4 1372 57.8
1226 94.6 1275 92.8 1324 78.8 1373 57.8
1227 94.7 1276 92.0 1325 79.2 1374 57.3
1228 94.8 1277 91.3 1326 80.3 1375 56.2
1229 95.0 1278 90.6 1327 80.8 1376 54.3
1230 95.1 1279 90.0 1328 81.0 1377 50.8
1231 95.3 1280 89.3 1329 81.0 1378 45.5
1232 95.4 1281 88.7 1330 81.0 1379 40.2
1233 95.6 1282 88.1 1331 81.0 1380 34.9
1234 95.7 1283 87.4 1332 81.0 1381 29.6
1235 95.8 1284 86.7 1333 80.9 1382 28.7
1236 96.0 1285 86.0 1334 80.6 1383 29.3
1237 96.1 1286 85.3 1335 80.3 1384 30.5
1238 96.3 1287 84.7 1336 80.0 1385 31.7
1239 96.4 1288 84.1 1337 79.9 1386 32.9
1240 96.6 1289 83.5 1338 79.8 1387 35.0
1241 96.8 1290 82.9 1339 79.8 1388 38.0
1242 97.0 1291 82.3 1340 79.8 1389 40.5
1243 97.2 1292 81.7 1341 79.9 1390 42.7
1244 97.3 1293 81.1 1342 80.0 1391 45.8
1245 97.4 1294 80.5 1343 80.4 1392 47.5
1246 97.4 1295 79.9 1344 80.8 1393 48.9
1247 97.4 1296 79.4 1345 81.2 1394 49.4
1248 97.4 1297 79.1 1346 81.5 1395 49.4
1249 97.3 1298 78.8 1347 81.6 1396 49.2
1250 97.3 1299 78.5 1348 81.6 1397 48.7
1251 97.3 1300 78.2 1349 81.4 1398 47.9
1252 97.3 1301 77.9 1350 80.7 1399 46.9
1253 97.2 1302 77.6 1351 79.6 1400 45.6
1254 97.1 1303 77.3 1352 78.2 1401 44.2
1255 97.0 1304 77.0 1353 76.8 1402 42.7
1256 96.9 1305 76.7 1354 75.3 1403 40.7
1257 96.7 1306 76.0 1355 73.8 1404 37.1
1258 96.4 1307 76.0 1356 72.1 1405 33.9
1259 96.1 1308 76.0 1357 70.2 1406 30.6
ECE/TRANS/WP.29/2014/27
58
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
1407 28.6 1456 0.0
1408 27.3 1457 0.0
1409 27.2 1458 0.0
1410 27.5 1459 0.0
1411 27.4 1460 0.0
1412 27.1 1461 0.0
1413 26.7 1462 0.0
1414 26.8 1463 0.0
1415 28.2 1464 0.0
1416 31.1 1465 0.0
1417 34.8 1466 0.0
1418 38.4 1467 0.0
1419 40.9 1468 0.0
1420 41.7 1469 0.0
1421 40.9 1470 0.0
1422 38.3 1471 0.0
1423 35.3 1472 0.0
1424 34.3 1473 0.0
1425 34.6 1474 0.0
1426 36.3 1475 0.0
1427 39.5 1476 0.0
1428 41.8 1477 0.0
1429 42.5
1430 41.9
1431 40.1
1432 36.6
1433 31.3
1434 26.0
1435 20.6
1436 19.1
1437 19.7
1438 21.1
1439 22.0
1440 22.1
1441 21.4
1442 19.6
1443 18.3
1444 18.0
1445 18.3
1446 18.5
1447 17.9
1448 15.0
1449 9.9
1450 4.6
1451 1.2
1452 0.0
1453 0.0
1454 0.0
1455 0.0
Table A1/12
WLTC, Class 3 vehicles, phase Extra High3
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
1478 0.0 1525 72.5 1572 120.7 1619 113.0
1479 2.2 1526 70.8 1573 121.8 1620 114.1
1480 4.4 1527 68.6 1574 122.6 1621 115.1
1481 6.3 1528 66.2 1575 123.2 1622 115.9
1482 7.9 1529 64.0 1576 123.6 1623 116.5
1483 9.2 1530 62.2 1577 123.7 1624 116.7
1484 10.4 1531 60.9 1578 123.6 1625 116.6
1485 11.5 1532 60.2 1579 123.3 1626 116.2
1486 12.9 1533 60.0 1580 123.0 1627 115.2
1487 14.7 1534 60.4 1581 122.5 1628 113.8
1488 17.0 1535 61.4 1582 122.1 1629 112.0
1489 19.8 1536 63.2 1583 121.5 1630 110.1
1490 23.1 1537 65.6 1584 120.8 1631 108.3
1491 26.7 1538 68.4 1585 120.0 1632 107.0
1492 30.5 1539 71.6 1586 119.1 1633 106.1
1493 34.1 1540 74.9 1587 118.1 1634 105.8
1494 37.5 1541 78.4 1588 117.1 1635 105.7
1495 40.6 1542 81.8 1589 116.2 1636 105.7
1496 43.3 1543 84.9 1590 115.5 1637 105.6
1497 45.7 1544 87.4 1591 114.9 1638 105.3
1498 47.7 1545 89.0 1592 114.5 1639 104.9
1499 49.3 1546 90.0 1593 114.1 1640 104.4
1500 50.5 1547 90.6 1594 113.9 1641 104.0
1501 51.3 1548 91.0 1595 113.7 1642 103.8
1502 52.1 1549 91.5 1596 113.3 1643 103.9
1503 52.7 1550 92.0 1597 112.9 1644 104.4
1504 53.4 1551 92.7 1598 112.2 1645 105.1
1505 54.0 1552 93.4 1599 111.4 1646 106.1
1506 54.5 1553 94.2 1600 110.5 1647 107.2
1507 55.0 1554 94.9 1601 109.5 1648 108.5
1508 55.6 1555 95.7 1602 108.5 1649 109.9
1509 56.3 1556 96.6 1603 107.7 1650 111.3
1510 57.2 1557 97.7 1604 107.1 1651 112.7
1511 58.5 1558 98.9 1605 106.6 1652 113.9
1512 60.2 1559 100.4 1606 106.4 1653 115.0
1513 62.3 1560 102.0 1607 106.2 1654 116.0
1514 64.7 1561 103.6 1608 106.2 1655 116.8
1515 67.1 1562 105.2 1609 106.2 1656 117.6
1516 69.2 1563 106.8 1610 106.4 1657 118.4
1517 70.7 1564 108.5 1611 106.5 1658 119.2
1518 71.9 1565 110.2 1612 106.8 1659 120.0
1519 72.7 1566 111.9 1613 107.2 1660 120.8
1520 73.4 1567 113.7 1614 107.8 1661 121.6
1521 73.8 1568 115.3 1615 108.5 1662 122.3
1522 74.1 1569 116.8 1616 109.4 1663 123.1
1523 74.0 1570 118.2 1617 110.5 1664 123.8
1524 73.6 1571 119.5 1618 111.7 1665 124.4
ECE/TRANS/WP.29/2014/27
63
Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h Time in s speed in km/h
1666 125.0 1715 127.7 1764 82.0
1667 125.4 1716 128.1 1765 81.3
1668 125.8 1717 128.5 1766 80.4
1669 126.1 1718 129.0 1767 79.1
1670 126.4 1719 129.5 1768 77.4
1671 126.6 1720 130.1 1769 75.1
1672 126.7 1721 130.6 1770 72.3
1673 126.8 1722 131.0 1771 69.1
1674 126.9 1723 131.2 1772 65.9
1675 126.9 1724 131.3 1773 62.7
1676 126.9 1725 131.2 1774 59.7
1677 126.8 1726 130.7 1775 57.0
1678 126.6 1727 129.8 1776 54.6
1679 126.3 1728 128.4 1777 52.2
1680 126.0 1729 126.5 1778 49.7
1681 125.7 1730 124.1 1779 46.8
1682 125.6 1731 121.6 1780 43.5
1683 125.6 1732 119.0 1781 39.9
1684 125.8 1733 116.5 1782 36.4
1685 126.2 1734 114.1 1783 33.2
1686 126.6 1735 111.8 1784 30.5
1687 127.0 1736 109.5 1785 28.3
1688 127.4 1737 107.1 1786 26.3
1689 127.6 1738 104.8 1787 24.4
1690 127.8 1739 102.5 1788 22.5
1691 127.9 1740 100.4 1789 20.5
1692 128.0 1741 98.6 1790 18.2
1693 128.1 1742 97.2 1791 15.5
1694 128.2 1743 95.9 1792 12.3
1695 128.3 1744 94.8 1793 8.7
1696 128.4 1745 93.8 1794 5.2
1697 128.5 1746 92.8 1795 0.0
1698 128.6 1747 91.8 1796 0.0
1699 128.6 1748 91.0 1797 0.0
1700 128.5 1749 90.2 1798 0.0
1701 128.3 1750 89.6 1799 0.0
1702 128.1 1751 89.1 1800 0.0
1703 127.9 1752 88.6
1704 127.6 1753 88.1
1705 127.4 1754 87.6
1706 127.2 1755 87.1
1707 127.0 1756 86.6
1708 126.9 1757 86.1
1709 126.8 1758 85.5
1710 126.7 1759 85.0
1711 126.8 1760 84.4
1712 126.9 1761 83.8
1713 127.1 1762 83.2
1714 127.4 1763 82.6
ECE/TRANS/WP.29/2014/27
